gene_name,CT_F_logFC,CT_F_FDR,CT_M_logFC,CT_M_FDR,CT_SB_inter_logFC,CT_SB_inter_FDR,SB_6_logFC,SB_6_FDR,SB_6_sexbias,SB_19_logFC,SB_19_FDR,SB_19_sexbias,Dvir_FBN,Dvir_FBsym,vir_log2FoldChange,vir_padj,vir_sexbias,Dmel_FBN,Dmel_FBsym,david_B1,david_B2,david_B3,david_B4,david_B5,david_B6,david_B7,david_B8,david_B9,david_B10,david_B11,david_B12,david_F1,david_F2,david_M1,david_M2,david_M3,david_M4,david_M5,david_M6,david_I1
maker-scaffold181-size42747-snap-gene-0.27,-0.138903347,0.527798467,0.388433316,0.105163442,-0.527336663,0.328940093,0.736888769,0.000760339,female_biased,1.264225432,1.02E-05,female_biased,FBgn0198703,Dvir\GJ11445,-0.525905326,0.491190795,Unbiased,FBgn0036801,MYPT-75D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1811-size22809-snap-gene-0.9,-0.30949991,0.698640971,0.158962893,0.867000358,-0.468462803,0.845979196,-2.684356069,0.000740086,male_biased,-2.215893266,0.002470828,male_biased,FBgn0208708,Dvir\GJ21589,1.167055685,0.186190705,Unbiased,FBgn0005636,nvy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1812-size29428-augustus-gene-0.8,0.773530668,0.039098427,0.797941231,0.031313696,-0.024410564,0.981374103,-0.271442878,0.261244562,Unbiased,-0.247032315,0.310400838,Unbiased,FBgn0205807,Dvir\ewg,-0.13559312,0.918749602,Unbiased,FBgn0005427,ewg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1813-size37814-snap-gene-0.12,-0.111110803,0.7632251,-0.004979397,0.992711126,-0.106131406,0.929952675,-0.874128409,0.005956046,male_biased,-0.767997003,0.012450292,male_biased,FBgn0202828,Dvir\GJ15638,-0.456348094,0.707225225,Unbiased,FBgn0259101,CG42249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1816-size40619-augustus-gene-0.3,1.23986838,0.013830633,0.945771657,0.031313696,0.294096723,0.804114438,-1.16187996,0.001498295,male_biased,-1.455976683,0.000320507,male_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-augustus-gene-0.34,0.20825996,0.347392627,0.146630843,0.563501936,0.061629117,0.933629369,0.200452806,0.235828226,Unbiased,0.138823689,0.410775736,Unbiased,FBgn0200724,Dvir\GJ13500,-0.834284889,0.251203432,Unbiased,FBgn0036889,CG14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-augustus-gene-0.35,-0.359978438,0.166337952,-0.062193634,0.849981415,-0.297784804,0.69071221,1.775980936,2.45E-06,female_biased,2.07376574,5.99E-07,female_biased,FBgn0200725,Dvir\GJ13501,-1.422756442,0.023689654,female_biased,FBgn0010417,Taf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-augustus-gene-0.38,-0.322050476,0.103271721,-0.245076159,0.215894029,-0.076974317,0.900395217,0.085500201,0.53975181,Unbiased,0.162474518,0.249160919,Unbiased,FBgn0199129,Dvir\GJ11875,-0.601822246,0.479976874,Unbiased,FBgn0036888,CG9330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-augustus-gene-0.42,0.084313291,0.674512513,0.255599683,0.225353344,-0.171286392,0.779419972,0.657481497,0.00078958,female_biased,0.828767889,0.000132079,female_biased,FBgn0199125,Dvir\GJ11871,0.232429383,0.849300163,Unbiased,FBgn0260655,l(3)76BDm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-augustus-gene-0.45,-1.52817373,0.002071842,-2.381189499,0.000100757,0.853015769,0.245754531,-0.231739812,0.317589244,Unbiased,-1.084755581,0.000521429,male_biased,FBgn0199121,Dvir\GJ11867,-0.907830236,0.321836743,Unbiased,FBgn0022774,Oat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-snap-gene-0.52,0.511188897,0.020646977,0.160920751,0.401008932,0.350268146,0.440444907,0.536686162,0.001496253,female_biased,0.186418016,0.170728916,Unbiased,FBgn0199128,Dvir\GJ11874,-0.685842384,0.319995505,Unbiased,FBgn0005386,ash1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-snap-gene-0.57,0.453925203,0.077795757,-0.039287988,0.895312031,0.493213191,0.416655634,0.981755128,0.00015708,female_biased,0.488541938,0.015353246,female_biased,FBgn0199122,Dvir\GJ11868,-1.719619312,0.001699208,female_biased,FBgn0036897,CG8786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-snap-gene-0.60,-0.292300407,0.654205245,0.661294781,0.319677469,-0.953595188,0.579395817,-1.840243442,0.00211788,male_biased,-0.886648254,0.078075162,Unbiased,FBgn0199120,Dvir\GJ11866,0.607440067,0.735168738,Unbiased,FBgn0036899,tey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1820-size41959-augustus-gene-0.5,-0.08081691,0.899826702,0.942283932,0.131112166,-1.023100843,0.505375792,-1.369363656,0.007684404,male_biased,-0.346262813,0.425182189,Unbiased,FBgn0013065,Dvir\Amy,-0.745019785,0.302244219,Unbiased,FBgn0000078;FBgn0000079,Amy-d;Amy-p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1820-size41959-snap-gene-0.8,0.007556616,0.97459203,-0.068369142,0.794005652,0.075925758,0.918458416,-1.535703223,1.80E-06,male_biased,-1.611628981,1.05E-06,male_biased,FBgn0205576,Dvir\GJ18417,0.895701744,0.256668639,Unbiased,FBgn0025693,ZnT41F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1821-size77019-snap-gene-0.17,0.405077121,0.26886044,0.374013049,0.342290331,0.031064072,0.979017208,-0.665979417,0.027463315,male_biased,-0.697043489,0.023481586,male_biased,FBgn0201963,Dvir\GJ14759,-0.100319541,0.945774893,Unbiased,FBgn0029831,CG5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1823-size26466-augustus-gene-0.6,-1.437370848,0.047719625,-0.709078953,0.283852532,-0.728291895,0.684866541,-0.668496083,0.159443819,Unbiased,0.059795812,0.900537553,Unbiased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1826-size44717-snap-gene-0.4,0.158896173,0.307005983,0.550030501,0.006573516,-0.391134329,0.302521454,0.848193619,1.74E-05,female_biased,1.239327948,6.42E-07,female_biased,FBgn0199646,Dvir\GJ12403,-0.533748046,0.647630977,Unbiased,FBgn0005640,Eip63E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
maker-scaffold1829-size22752-snap-gene-0.14,-0.429659015,0.217688537,-0.635912607,0.141491554,0.206253593,0.862137954,4.737364876,3.54E-08,female_biased,4.531111284,3.41E-08,female_biased,FBgn0201994,Dvir\GJ14790,-1.218056652,0.294781433,Unbiased,FBgn0030196,Psf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold183-size84244-augustus-gene-0.17,-0.294347716,0.139885597,-0.059872178,0.802392332,-0.234475538,0.669891326,1.323246592,2.45E-06,female_biased,1.55772213,5.40E-07,female_biased,FBgn0197592,Dvir\GJ10306,-1.21048669,0.178356803,Unbiased,FBgn0037657,hyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold183-size84244-augustus-gene-0.19,0.060950469,0.811535753,-0.15424346,0.57974252,0.215193929,0.776599662,2.156248154,3.39E-07,female_biased,1.941054225,6.60E-07,female_biased,FBgn0013132,Dvir\neur,-1.568101525,0.02019396,female_biased,FBgn0002932,neur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1832-size20035-augustus-gene-0.12,-0.260535646,0.243351411,0.78200704,0.006968921,-1.042542685,0.052614494,1.356484804,7.43E-06,female_biased,2.39902749,6.75E-08,female_biased,FBgn0199927,Dvir\GJ12690,-1.423384155,0.009565694,female_biased,FBgn0027587,CG7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
maker-scaffold1832-size20035-augustus-gene-0.14,0.096554821,0.663610997,-0.345238172,0.142635563,0.441792993,0.433431857,0.768791893,0.000542054,female_biased,0.3269989,0.060925837,Unbiased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1832-size20035-snap-gene-0.17,-0.97971676,0.00562732,-1.179913787,0.001384358,0.200197026,0.796129828,-0.559811261,0.009495378,male_biased,-0.760008288,0.001430175,male_biased,FBgn0199928,Dvir\GJ12691,-0.485026893,0.568261788,Unbiased,FBgn0025592,Gk1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1832-size20035-snap-gene-0.19,-0.345247588,0.068337574,-0.270981493,0.136516036,-0.074266095,0.895272343,-1.364245105,6.51E-07,male_biased,-1.289979009,9.00E-07,male_biased,FBgn0199963,Dvir\GJ12727,0.830353026,0.341692495,Unbiased,FBgn0035107,mri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold184-size132515-augustus-gene-1.22,0.151427642,0.819118555,0.684969996,0.299546685,-0.533542354,0.780548904,-1.0998007,0.029797068,male_biased,-0.566258346,0.234066818,Unbiased,FBgn0210413,Dvir\GJ23312,0.344690705,0.861418692,Unbiased,FBgn0039411,dysf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold184-size132515-augustus-gene-1.25,-0.730109586,0.011613015,-0.667672027,0.01267387,-0.062437559,0.933362402,0.39400087,0.028945959,female_biased,0.456438429,0.014881953,female_biased,FBgn0210418,Dvir\GJ23317,-0.705487416,0.520788717,Unbiased,FBgn0028833,Dak1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold184-size132515-augustus-gene-1.26,-0.534208094,0.030023761,-0.376352647,0.094148045,-0.157855446,0.805922583,-0.019830042,0.901293983,Unbiased,0.138025404,0.375116878,Unbiased,FBgn0210419,Dvir\GJ23318,-0.53102626,0.578982276,Unbiased,FBgn0266668,Exo84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold184-size132515-augustus-gene-1.28,0.06229936,0.730109713,0.304367341,0.109023507,-0.242067981,0.61754697,1.389208127,7.32E-07,female_biased,1.631276108,1.70E-07,female_biased,FBgn0211004,Dvir\GJ23911,-1.254614993,0.018910164,female_biased,FBgn0001139,gro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold184-size132515-snap-gene-0.7,0.133512242,0.450663614,0.23682734,0.21209993,-0.103315099,0.853204445,0.383942103,0.011483927,female_biased,0.487257202,0.002904602,female_biased,FBgn0197997,Dvir\GJ10720,-0.233623161,0.847639925,Unbiased,FBgn0028734,Fmr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold184-size132515-snap-gene-1.32,-0.189674532,0.233567988,-0.359254849,0.044941613,0.169580317,0.721597134,0.476635428,0.001593464,female_biased,0.307055112,0.020888907,female_biased,FBgn0210416,Dvir\GJ23315,NA,NA,NA,FBgn0039405,PIG-P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1840-size19793-augustus-gene-0.8,-0.253909576,0.214553725,0.0919982,0.701519778,-0.345907776,0.524694267,1.062520911,2.50E-05,female_biased,1.408428686,2.15E-06,female_biased,FBgn0203956,Dvir\GJ16775,-1.163517989,0.177291411,Unbiased,FBgn0030026,sni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1840-size19793-snap-gene-0.12,0.042329017,0.881097557,0.255040335,0.3554579,-0.212711318,0.788618647,-0.555177672,0.011703277,male_biased,-0.342466354,0.090483481,Unbiased,FBgn0203955,Dvir\GJ16774,-0.456973521,0.625015709,Unbiased,FBgn0017566,ND-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1842-size11942-augustus-gene-0.5,-1.348749571,0.16134118,-0.32518185,0.736653656,-1.023567721,0.687567613,-5.562089977,1.69E-05,male_biased,-4.538522255,4.99E-05,male_biased,FBgn0203289,Dvir\GJ16104,2.450560815,7.82E-06,male_biased,FBgn0004880;FBgn0035481,scrt;CG12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1843-size45681-augustus-gene-0.16,-0.02193775,0.894890909,-0.399755544,0.02224832,0.377817794,0.293754,-0.852578974,1.10E-05,male_biased,-1.230396768,4.27E-07,male_biased,FBgn0202241,Dvir\GJ15042,0.320322967,0.768223797,Unbiased,FBgn0025373,Fpps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1843-size45681-augustus-gene-0.17,-0.4654149,0.205657969,-0.165475185,0.703713444,-0.299939714,0.793101465,1.941410028,2.68E-05,female_biased,2.241349742,7.83E-06,female_biased,FBgn0202243,Dvir\GJ15044,-0.622529108,0.45364278,Unbiased,FBgn0033740,dgt5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1843-size45681-augustus-gene-0.18,0.063882581,0.86704787,-0.154724541,0.708758489,0.218607122,0.844191217,1.603869103,7.73E-05,female_biased,1.385261982,0.000221654,female_biased,FBgn0202239,Dvir\GJ15040,-0.98070509,0.226849412,Unbiased,FBgn0033616,CG7745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1843-size45681-snap-gene-0.24,-0.269743043,0.414650927,-0.274124615,0.461729799,0.004381572,0.996848262,2.01361151,9.29E-06,female_biased,2.009229938,8.44E-06,female_biased,FBgn0202238,Dvir\GJ15039,-1.385473554,0.032144295,female_biased,FBgn0033615,CG7741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1844-size26607-augustus-gene-0.7,0.06723677,0.785583632,0.29676555,0.244441369,-0.22952878,0.759116207,0.772539727,0.000941187,female_biased,1.002068507,0.00013011,female_biased,FBgn0203876,Dvir\GJ16693,-0.850996928,0.205818382,Unbiased,FBgn0003559,su(f),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1845-size61213-snap-gene-0.13,-0.01432035,0.961433796,-0.291122859,0.290920145,0.276802508,0.720576803,0.230705085,0.237534835,Unbiased,-0.046097424,0.816187932,Unbiased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1846-size55184-snap-gene-0.8,-0.994187539,0.148386813,-0.846764173,0.207513929,-0.147423366,0.943014642,-2.501614237,0.000354288,male_biased,-2.354190871,0.000442966,male_biased,FBgn0201072,Dvir\GJ13853,0.800722186,0.496775921,Unbiased,FBgn0036494,Toll-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold185-size46549-augustus-gene-0.10,0.121724909,0.690856935,0.213222528,0.52360114,-0.091497619,0.928808042,0.661936299,0.01041392,female_biased,0.753433918,0.005141786,female_biased,FBgn0210655,Dvir\GJ23558,-0.310010888,0.755406082,Unbiased,FBgn0037810;FBgn0037811,sle;CG12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold185-size46549-augustus-gene-0.9,0.472515454,0.061702171,0.236240413,0.322878647,0.23627504,0.725835296,-0.515405906,0.008205272,male_biased,-0.751680946,0.000732067,male_biased,FBgn0210758,Dvir\GJ23661,0.255362872,0.785676921,Unbiased,FBgn0266717,Bruce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold185-size46549-snap-gene-0.15,-0.634978829,0.098294786,-0.291990696,0.457930507,-0.342988133,0.759662134,0.164668344,0.542285592,Unbiased,0.507656477,0.074089255,Unbiased,FBgn0210653,Dvir\GJ23556,2.337772771,0.002704552,male_biased,FBgn0037809,CG12818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold185-size46549-snap-gene-0.16,0.054782527,0.7919612,0.486341469,0.031881068,-0.431558942,0.392392328,-1.245567984,5.03E-06,male_biased,-0.814009042,0.000152278,male_biased,FBgn0210652,Dvir\GJ23555,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1854-size35893-snap-gene-0.4,0.630233035,0.213429647,-0.557127686,0.349854755,1.187360721,0.379556126,2.611398876,5.14E-05,female_biased,1.424038155,0.003288684,female_biased,FBgn0206710,Dvir\GJ19568,-1.619722218,0.060189967,Unbiased,FBgn0261963,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1857-size26151-augustus-gene-0.7,-0.486147569,0.314365306,0.185922241,0.746715396,-0.67206981,0.61754697,-1.046663,0.012359167,male_biased,-0.37459319,0.306951266,Unbiased,FBgn0208534,Dvir\Obp56c,-0.91587884,NA,NA,FBgn0046879,Obp56c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1858-size21074-augustus-gene-0.10,-0.215353007,0.330923628,-0.892859725,0.003395836,0.677506718,0.207850288,-0.445876755,0.017318619,male_biased,-1.123383473,2.97E-05,male_biased,FBgn0208419,Dvir\GJ21287,-0.520923976,0.574094485,Unbiased,FBgn0026602,Ady43A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold186-size142235-augustus-gene-0.10,-0.006708567,0.974939183,0.018653368,0.940413792,-0.025361935,0.966944766,0.004414121,0.976825546,Unbiased,0.029776056,0.842654388,Unbiased,FBgn0205538,Dvir\GJ18379,-0.283147061,0.822449894,Unbiased,FBgn0032940,Mondo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold186-size142235-augustus-gene-0.12,0.133633535,0.314080709,-0.014962349,0.928856103,0.148595884,0.708206717,-2.069169196,3.52E-09,male_biased,-2.21776508,1.90E-09,male_biased,FBgn0205013,Dvir\GJ17845,0.291065386,0.776200676,Unbiased,FBgn0032938,CG8671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold186-size142235-snap-gene-0.14,0.014882726,0.952059247,0.672054614,0.01267387,-0.657171888,0.218380503,0.669411723,0.001513241,female_biased,1.326583611,7.23E-06,female_biased,FBgn0205540,Dvir\GJ18381,-1.195325637,0.309217185,Unbiased,FBgn0031182,Cyp6t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1860-size39702-augustus-gene-0.5,0.225998233,0.144474258,0.399118287,0.02235558,-0.173120054,0.692998311,-0.612306099,0.000164282,male_biased,-0.439186045,0.001833084,male_biased,FBgn0205900,Dvir\GJ18748,-0.112923664,0.928393276,Unbiased,FBgn0003371,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
maker-scaffold1863-size53872-snap-gene-0.11,-0.49030993,0.638233355,0.271349372,0.828695838,-0.761659302,0.808624263,-1.958263255,0.02314246,male_biased,-1.196603953,0.131131565,Unbiased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1863-size53872-snap-gene-0.12,1.004147186,0.143284344,1.059511817,0.131112166,-0.055364631,0.979059209,-1.488592339,0.009154158,male_biased,-1.433227708,0.012335882,male_biased,FBgn0206321,Dvir\GJ19176,0.566227574,0.66063491,Unbiased,FBgn0083228,Frq2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1864-size18575-snap-gene-0.10,0.317317079,0.174031832,0.628502616,0.020098732,-0.311185537,0.624797371,0.229817909,0.185205551,Unbiased,0.541003446,0.007224933,female_biased,FBgn0203367,Dvir\GJ16182,-1.253373841,0.019519602,female_biased,FBgn0261671,tweek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1865-size45657-augustus-gene-0.4,0.306370873,0.56896284,0.517071482,0.357897117,-0.210700609,0.906198145,-1.860399732,0.00060054,male_biased,-1.649699123,0.001398273,male_biased,FBgn0013109,Dvir\dpp,0.494071812,0.740740041,Unbiased,FBgn0000490,dpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1866-size44299-augustus-gene-0.10,-1.386791383,0.02586576,-0.870625013,0.110404695,-0.51616637,0.739858359,-0.901718495,0.029297595,male_biased,-0.385552125,0.309528091,Unbiased,FBgn0203697,Dvir\GJ16513,-0.735535114,0.372241155,Unbiased,FBgn0030425,CG3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1867-size22147-augustus-gene-0.14,0.477102514,0.151450219,0.64851082,0.074970891,-0.171408306,0.870798117,1.4856692,7.77E-05,female_biased,1.657077506,3.24E-05,female_biased,FBgn0197445,Dvir\GJ10157,-1.921513743,0.000229309,female_biased,FBgn0265276,l(3)neo38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1867-size22147-augustus-gene-0.16,-0.640208459,0.049276674,-0.216888951,0.49185327,-0.423319507,0.584273616,0.594043254,0.013958367,female_biased,1.017362761,0.000464453,female_biased,FBgn0210385,Dvir\GJ23283,-0.761128399,0.399038268,Unbiased,FBgn0038582,CG7988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1867-size22147-snap-gene-0.22,0.133546228,0.85570373,0.133341876,0.872063983,0.000204352,0.999809391,-1.847230874,0.002921704,male_biased,-1.847435226,0.003014402,male_biased,FBgn0210384,Dvir\GJ23282,1.010389401,0.334780862,Unbiased,FBgn0038581,CG14314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1868-size11786-snap-gene-0.1,-0.056618847,0.858546072,0.263586329,0.40845132,-0.320205176,0.71146388,2.29453889,9.40E-07,female_biased,2.614744066,2.95E-07,female_biased,FBgn0209000,Dvir\GJ21883,-1.624427905,0.004369604,female_biased,FBgn0034933,CG3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1868-size11786-snap-gene-0.2,-0.882572137,0.005645892,-1.047105952,0.001523758,0.164533816,0.813230393,0.61884392,0.002905993,female_biased,0.454310104,0.017179785,female_biased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold187-size81042-augustus-gene-0.6,0.271383883,0.282921794,0.196465097,0.482645333,0.074918787,0.930610986,0.217455979,0.257405663,Unbiased,0.142537193,0.456335637,Unbiased,FBgn0209957,Dvir\GJ22853,-0.419986674,0.674027122,Unbiased,FBgn0031374,Wdr62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1870-size11774-augustus-gene-0.11,-0.997559846,0.014899098,-0.269934642,0.430403857,-0.727625203,0.353135364,-0.701416006,0.009969158,male_biased,0.026209198,0.91443986,Unbiased,FBgn0201407,Dvir\GJ14192,-0.017717069,0.990656051,Unbiased,FBgn0043455,CG5986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1870-size11774-snap-gene-0.14,0.160752726,0.378192753,0.442940234,0.03530486,-0.282187508,0.572630167,0.90849182,3.69E-05,female_biased,1.190679328,3.57E-06,female_biased,FBgn0201751,Dvir\GJ14540,-0.851789984,0.234791498,Unbiased,FBgn0005649,Rox8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1872-size26474-snap-gene-0.5,0.354785525,0.190942241,0.119036393,0.704476616,0.235749132,0.777084485,0.766004099,0.002236201,female_biased,0.530254967,0.01885967,female_biased,FBgn0197392,Dvir\GJ10104,-0.787119154,0.261278578,Unbiased,FBgn0003165,pum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1876-size19966-augustus-gene-0.7,0.313433698,0.338100447,-0.332179385,0.347179369,0.645613082,0.446435189,-0.702371378,0.012765019,male_biased,-1.34798446,0.000183173,male_biased,FBgn0200161,Dvir\GJ12927,1.47032824,0.801622886,Unbiased,FBgn0035663,CG6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1877-size20423-augustus-gene-0.4,-1.258145315,0.310101227,-2.155356947,0.118994607,0.897211632,0.813691653,2.01763018,0.048276447,female_biased,1.120418548,0.236093707,Unbiased,FBgn0203748,Dvir\GJ16564,-1.462614967,0.067420668,Unbiased,FBgn0029990,CG2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold188-size140497-augustus-gene-0.22,0.719197322,0.359497995,-0.105820624,0.911088591,0.825017945,0.720103364,-1.863617776,0.00658568,male_biased,-2.688635722,0.000775711,male_biased,FBgn0209126,Dvir\GJ22012,0.596699973,0.589057409,Unbiased,FBgn0033936,Achl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold188-size140497-augustus-gene-0.24,-0.025960173,0.933649922,-0.435787471,0.146066041,0.409827298,0.585722302,0.399182645,0.068856102,Unbiased,-0.010644652,0.960539831,Unbiased,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold188-size140497-augustus-gene-0.27,0.053516758,0.777856224,0.137526997,0.494451945,-0.084010239,0.888055855,-0.574733644,0.001141916,male_biased,-0.490723405,0.003292276,male_biased,FBgn0207469,Dvir\GJ20329,0.490231262,0.609114594,Unbiased,FBgn0034521,Mgat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold188-size140497-augustus-gene-0.28,-0.629939615,0.275514606,0.53353896,0.392821619,-1.163478574,0.43400337,-1.556761229,0.003657386,male_biased,-0.393282655,0.366895362,Unbiased,FBgn0207468,Dvir\GJ20328,-0.070894226,0.96640508,Unbiased,FBgn0028622,qsm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold188-size140497-augustus-gene-1.27,-0.222185879,0.280333948,0.087273539,0.725096673,-0.309459419,0.584971234,1.190113847,1.15E-05,female_biased,1.499573266,1.49E-06,female_biased,FBgn0209135,Dvir\GJ22021,-1.066985829,0.104736572,Unbiased,FBgn0025519,fidipidine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
