Gene_name,KL_Temp19_SexF_Rep1,KL_Temp19_SexF_Rep2,KL_Temp19_SexF_Rep3,KL_Temp19_SexM_Rep1,KL_Temp19_SexM_Rep2,KL_Temp19_SexM_Rep3,KL_Temp6_SexF_Rep1,KL_Temp6_SexF_Rep2,KL_Temp6_SexF_Rep3,KL_Temp6_SexM_Rep1,KL_Temp6_SexM_Rep2,KL_Temp6_SexM_Rep3
maker-scaffold1696-size20501-snap-gene-0.16,4696,7617,6706,4652,5333,5074,8775,8647,6747,6065,4658,6135
maker-scaffold1698-size50531-snap-gene-0.8,0,0,0,0,0,9,0,0,0,2,0,0
maker-scaffold17-size143674-augustus-gene-0.26,89478,139196,112902,64574,81754,67709,167130,143714,116797,60346,39083,44986
maker-scaffold17-size143674-augustus-gene-0.27,1572,2656,2028,30467,32684,27389,3269,2905,2363,28031,21796,29595
maker-scaffold17-size143674-augustus-gene-0.34,2278,2304,2923,3178,3654,3184,3119,2334,2011,3409,2215,3040
maker-scaffold17-size143674-augustus-gene-0.35,2149,1714,3088,1036,1043,1181,2749,2016,1863,829,692,904
maker-scaffold17-size143674-augustus-gene-1.6,111,369,142,581,2695,1547,41,52,43,769,561,760
maker-scaffold17-size143674-snap-gene-0.40,2161,2599,3028,5063,5462,5108,2915,2348,2296,4355,3259,4553
maker-scaffold17-size143674-snap-gene-0.41,312,603,398,725,1301,1367,1240,1718,1044,3681,2715,2346
maker-scaffold17-size143674-snap-gene-0.42,360,887,594,621,903,668,699,947,697,741,414,715
maker-scaffold17-size143674-snap-gene-0.44,6874,10078,8623,10247,10887,9420,11340,11961,9484,15399,9890,11596
maker-scaffold170-size82550-augustus-gene-0.23,243,234,413,92,78,111,182,140,150,110,96,61
maker-scaffold170-size82550-augustus-gene-0.26,30,61,39,55573,58380,51960,36,18,22,52300,38863,52958
maker-scaffold170-size82550-augustus-gene-0.27,11,14,14,44286,42041,40454,15,9,13,35452,29668,36954
maker-scaffold170-size82550-augustus-gene-0.28,47,78,72,171,214,204,112,90,105,239,206,288
maker-scaffold170-size82550-augustus-gene-0.29,1886,1795,2487,2205,2126,2102,2858,2111,1840,2220,1657,2271
maker-scaffold170-size82550-augustus-gene-0.30,5348,4024,8206,3193,3732,3493,6778,4336,4314,3343,2567,3322
maker-scaffold170-size82550-snap-gene-0.34,258,771,243,347,517,321,365,411,267,452,276,335
maker-scaffold17011-size699-snap-gene-0.0,41,102,50,70,74,59,44,29,12,78,47,54
maker-scaffold1703-size18303-augustus-gene-0.2,863,1057,1473,204,268,209,1524,1675,1599,301,314,397
maker-scaffold1705-size45440-augustus-gene-0.20,2568,3155,3778,1456,1584,1520,5223,4004,3227,2297,1580,1884
maker-scaffold1705-size45440-augustus-gene-0.22,14,7,15,8,3,5,7,12,2,16,14,5
maker-scaffold1705-size45440-augustus-gene-0.24,417,867,514,1029,947,1036,1400,1556,1026,1450,1488,1662
maker-scaffold1706-size21122-augustus-gene-0.3,4712,9757,4205,7816,11204,6881,11211,15097,8823,17022,10871,14748
maker-scaffold1707-size21790-augustus-gene-0.7,2014,2473,3132,1983,2731,2167,3423,2968,2902,2617,1792,2064
maker-scaffold1707-size21790-augustus-gene-0.9,1656,2449,2764,6000,7362,5884,3683,3819,3380,7493,4910,6195
maker-scaffold1708-size27867-augustus-gene-0.8,1513,1856,1323,3132,3153,2673,2173,1886,1569,3786,2135,3351
maker-scaffold1709-size19080-augustus-gene-0.4,540,1364,656,1046,1745,1127,1238,1020,929,1597,1102,1599
maker-scaffold1709-size19080-snap-gene-0.6,1620,4668,1386,2763,3076,2399,2113,2367,2228,3663,2355,3113
maker-scaffold171-size153362-augustus-gene-0.28,5959,4282,7583,1084,1725,1319,7063,4534,4257,1162,1017,1125
maker-scaffold171-size153362-augustus-gene-0.29,606,873,568,594,700,629,505,702,513,765,400,643
maker-scaffold171-size153362-augustus-gene-0.30,4660,4003,6989,583,646,541,7505,5279,5317,952,638,634
maker-scaffold171-size153362-augustus-gene-0.32,12149,10436,18086,2022,2378,1936,26794,18851,16977,3317,2423,2845
maker-scaffold171-size153362-augustus-gene-1.26,24,16,60,106,64,115,10770,3947,3976,86,39,96
maker-scaffold171-size153362-augustus-gene-1.27,6369,6162,10399,2912,3358,3001,12102,9131,8949,4249,2758,3390
maker-scaffold171-size153362-augustus-gene-1.28,2212,2100,4076,262,319,347,4485,3103,3186,436,313,324
maker-scaffold171-size153362-augustus-gene-1.29,3599,3646,5175,5501,5578,5167,5519,4088,3551,5504,3944,5226
maker-scaffold171-size153362-snap-gene-1.40,6301,7697,7484,5609,5441,5334,11684,11157,8074,7536,5601,7363
maker-scaffold171-size153362-snap-gene-1.41,751,1484,2029,497,671,563,3454,3034,2665,784,594,644
maker-scaffold171-size153362-snap-gene-1.42,400,667,380,3134,3216,2992,1979,2129,1411,3341,2610,2743
maker-scaffold1710-size37370-augustus-gene-0.11,1995,3077,3451,1640,2202,1567,3847,3196,3115,1950,1131,1215
maker-scaffold1710-size37370-augustus-gene-0.13,10357,9577,15991,1698,2011,1736,17264,12575,12016,2828,1829,2208
maker-scaffold1710-size37370-snap-gene-0.20,2596,2265,3251,987,1031,894,3460,2452,2484,761,664,791
maker-scaffold1711-size21629-augustus-gene-0.9,1799,1601,2502,300,364,321,2376,1879,1729,410,243,382
maker-scaffold1711-size21629-snap-gene-0.14,3573,3046,5986,1040,1073,926,5246,3223,3490,1098,761,949
maker-scaffold1711-size21629-snap-gene-0.15,2921,2918,4080,2440,2609,2114,4768,3460,3514,2085,1572,1920
maker-scaffold1712-size34926-augustus-gene-0.12,1963,1643,2723,925,882,841,2740,2104,1617,1042,917,1083
maker-scaffold1712-size34926-augustus-gene-0.13,2986,2400,4054,1201,1437,1264,3777,3200,2740,1654,977,1256
maker-scaffold1712-size34926-augustus-gene-0.15,1146,698,1183,184,142,176,1322,821,850,161,115,148
maker-scaffold1712-size34926-snap-gene-0.18,2708,2681,4072,1270,1265,1255,5338,3723,3341,1582,1077,1413
maker-scaffold1714-size23988-snap-gene-0.4,191,660,192,485,488,428,266,268,307,467,441,428
maker-scaffold1717-size21856-augustus-gene-0.7,0,4,4,10,9,10,9,7,1,14,21,16
maker-scaffold17184-size691-augustus-gene-0.2,0,0,0,0,0,1,0,0,0,3,1,0
maker-scaffold1719-size20929-snap-gene-0.5,2214,2359,1480,2009,1300,1729,2193,1800,1915,1623,946,1059
maker-scaffold172-size51521-augustus-gene-0.10,0,29,21,33,53,29,16,7,19,12,25,15
maker-scaffold172-size51521-augustus-gene-0.13,0,4,5,6608,6799,6201,1,2,7,6302,4069,6087
maker-scaffold172-size51521-snap-gene-0.16,2463,3010,3004,1781,1544,1985,3826,2827,2766,2487,1469,1923
maker-scaffold172-size51521-snap-gene-0.17,615,2906,1006,1223,922,562,845,667,518,856,487,465
maker-scaffold172-size51521-snap-gene-0.19,3489,2709,4614,1922,1807,1925,4217,2952,2586,1788,1229,1665
maker-scaffold172-size51521-snap-gene-0.20,3762,3263,5027,1294,1193,1150,3868,2844,3111,1179,856,1098
maker-scaffold1720-size26413-augustus-gene-0.8,1793,2087,3315,4862,5929,4765,4092,2941,2824,5569,4184,5156
maker-scaffold1720-size26413-snap-gene-0.13,4738,5076,6321,2879,4008,3111,7492,6115,5528,4922,2705,2996
maker-scaffold1720-size26413-snap-gene-0.15,8236,9111,12276,3720,4689,3611,18602,15592,13245,8801,6620,6907
maker-scaffold1723-size42885-snap-gene-0.8,1102,1484,1853,597,807,681,2497,2153,1967,1605,948,922
maker-scaffold1724-size22218-augustus-gene-0.10,0,0,1,73,64,42,0,0,0,51,30,34
maker-scaffold1724-size22218-augustus-gene-0.9,4335,3451,5659,1032,1013,886,5758,4640,4513,1070,720,746
maker-scaffold1724-size22218-snap-gene-0.17,21,31,15,44,28,42,41,29,19,100,27,112
maker-scaffold173-size77211-augustus-gene-0.16,73058,94872,92321,36044,45200,38411,111546,93482,81761,32386,21829,26772
maker-scaffold173-size77211-augustus-gene-0.18,6023,7538,7525,6941,7102,7521,9379,8016,6219,6902,4994,6658
maker-scaffold17300-size688-snap-gene-0.0,0,0,0,0,0,0,0,1,0,0,0,0
maker-scaffold1731-size12714-snap-gene-0.3,7,39,9,15,32,33,10,20,7,49,23,38
maker-scaffold1733-size34095-augustus-gene-0.20,1055,1435,1851,1004,1347,1001,1909,1504,1242,1095,700,949
maker-scaffold1733-size34095-augustus-gene-0.22,549,577,1030,747,769,686,1134,787,895,784,550,682
maker-scaffold1733-size34095-augustus-gene-0.25,6692,11988,15181,2129,3188,2544,18614,16104,15206,5722,3695,3911
maker-scaffold1733-size34095-snap-gene-0.27,5204,2682,6035,89,79,77,5561,3078,3009,43,46,71
maker-scaffold1733-size34095-snap-gene-0.29,91,227,119,170,231,164,152,132,138,134,111,93
maker-scaffold1733-size34095-snap-gene-0.30,551,1298,1243,48,70,60,800,808,537,48,24,92
maker-scaffold1734-size30477-augustus-gene-0.8,1,3,6,11035,11314,9828,4,4,1,8897,7028,9771
maker-scaffold1735-size53815-augustus-gene-0.7,13,10,0,490,537,533,3,1,1,392,351,404
maker-scaffold1736-size12615-augustus-gene-0.5,0,5,0,6,5,1,0,0,0,6,3,4
maker-scaffold1737-size22803-augustus-gene-0.5,32,36,46,4,17,4,92,43,47,4,1,4
maker-scaffold17377-size686-snap-gene-0.0,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold174-size193529-augustus-gene-0.14,515,536,829,299,204,326,679,518,520,307,184,250
maker-scaffold174-size193529-augustus-gene-0.15,3563,2859,5615,388,447,455,4648,2943,2856,370,282,314
maker-scaffold174-size193529-augustus-gene-1.14,413,757,495,431,579,411,525,434,408,636,460,624
maker-scaffold174-size193529-augustus-gene-1.15,2978,3779,4150,1226,2057,1587,5381,3506,3815,1959,1398,2122
maker-scaffold174-size193529-snap-gene-0.22,6632,6243,11098,963,1317,941,10415,7255,7540,1575,874,1095
maker-scaffold174-size193529-snap-gene-0.23,1,0,0,4,0,52,0,0,0,4,0,38
maker-scaffold174-size193529-snap-gene-0.24,37,80,33,1388,1640,1547,62,77,54,1675,1019,1210
maker-scaffold174-size193529-snap-gene-0.25,7,38,14,61,68,28,28,58,33,52,50,86
maker-scaffold174-size193529-snap-gene-1.21,620,1131,1129,1395,1373,1405,1055,618,679,1124,699,1056
maker-scaffold1740-size22170-augustus-gene-0.4,1046,2005,1542,5085,5087,4528,2839,2243,2160,5235,3549,4807
maker-scaffold1740-size22170-snap-gene-0.8,206,55,798,128,243,127,112,96,70,182,62,74
maker-scaffold1741-size58143-augustus-gene-0.30,1077,1207,1959,1353,1829,1485,2883,2115,1980,1525,1127,1474
maker-scaffold1741-size58143-augustus-gene-0.31,1262,928,1792,261,343,271,1650,1141,922,274,156,180
maker-scaffold1741-size58143-augustus-gene-0.32,3352,3011,6063,301,307,320,5443,3325,3879,502,382,436
maker-scaffold1741-size58143-augustus-gene-0.33,8,37,14,63,100,61,7,20,9,30,25,15
maker-scaffold1741-size58143-augustus-gene-0.34,2687,5409,4773,2392,3813,2221,6261,5823,6102,3294,2088,2528
maker-scaffold1741-size58143-augustus-gene-0.37,2,7,7,26992,24787,24810,10,19,11,21748,16101,23383
maker-scaffold1741-size58143-augustus-gene-0.38,1488,1525,2688,2986,2726,2751,2352,1916,1729,2469,1794,2567
maker-scaffold1741-size58143-snap-gene-0.39,0,0,0,2,16,7,2,8,0,3,0,20
maker-scaffold1741-size58143-snap-gene-0.45,17759,18074,27919,3631,4402,3970,33580,22177,20663,5053,3417,4525
maker-scaffold1742-size12588-snap-gene-0.4,86,171,94,146,126,188,189,260,79,298,159,278
maker-scaffold17432-size684-augustus-gene-0.2,138,413,130,237,264,239,231,313,199,662,393,419
maker-scaffold1744-size47296-snap-gene-0.10,1444,1446,2107,1731,1602,1539,2449,2127,1593,1944,1314,1598
maker-scaffold1746-size29777-augustus-gene-0.4,33,120,78,71,83,63,154,135,151,69,60,102
maker-scaffold1747-size34525-augustus-gene-0.14,2123,5144,3270,7069,6105,6195,2591,3775,1934,5310,3853,4452
maker-scaffold1747-size34525-snap-gene-0.17,960,884,777,477,406,429,1101,844,984,461,309,329
maker-scaffold1748-size30796-snap-gene-0.1,0,0,0,0,3,1,0,2,0,0,0,0
maker-scaffold1748-size30796-snap-gene-0.2,0,2,0,0,0,0,0,0,0,0,0,0
maker-scaffold175-size93988-augustus-gene-0.19,135,245,462,11,9,24,656,558,551,18,19,20
maker-scaffold175-size93988-augustus-gene-0.21,6065,6233,7244,3711,3454,3302,7516,5849,4493,3317,2162,2933
maker-scaffold175-size93988-augustus-gene-0.23,0,1,1,5281,4402,5180,2,3,3,3589,2633,3888
maker-scaffold175-size93988-snap-gene-0.27,1175,1564,1639,1297,2113,1193,2675,1866,1900,1367,882,1303
maker-scaffold175-size93988-snap-gene-0.31,43,135,37,97,150,160,62,74,58,276,164,228
maker-scaffold1750-size14214-augustus-gene-0.3,160,199,305,25,28,18,350,277,326,50,49,22
maker-scaffold1751-size36733-snap-gene-0.6,1277,3616,1529,37,59,46,301,468,1001,904,207,945
maker-scaffold1751-size36733-snap-gene-0.7,321,1054,384,373,230,141,107,158,288,429,112,463
maker-scaffold1751-size36733-snap-gene-0.8,21,230,120,604,856,552,374,263,292,1674,1582,1746
maker-scaffold1752-size19262-augustus-gene-0.5,533,633,864,570,630,496,1097,902,737,514,385,684
maker-scaffold1752-size19262-snap-gene-0.7,7817,11377,14521,4708,7310,5352,18416,16583,13384,7478,4387,4580
maker-scaffold1754-size35352-augustus-gene-0.4,10045,8650,13834,2758,3246,3522,19315,13236,13158,4560,3378,4467
maker-scaffold1755-size12457-snap-gene-0.4,257,296,547,1976,2440,2266,483,467,457,1902,1492,1821
maker-scaffold1756-size12442-augustus-gene-0.7,1060,1049,1878,222,283,277,1471,1040,934,274,153,254
maker-scaffold1757-size29707-snap-gene-0.4,107,166,55,4986,4679,4468,45,104,64,3793,3109,4216
maker-scaffold1758-size12435-augustus-gene-0.3,903,1574,2150,549,961,736,3623,2854,2907,1175,722,779
maker-scaffold1759-size12874-augustus-gene-0.11,2509,2021,3268,722,674,817,2309,1622,1632,579,395,613
maker-scaffold1759-size12874-augustus-gene-0.12,3933,3066,5000,6008,5915,6492,3851,2717,2678,5049,2957,5526
maker-scaffold176-size42978-snap-gene-0.5,43,272,38,219,306,167,119,131,139,318,162,265
maker-scaffold1760-size29917-augustus-gene-0.7,1479,1241,1308,1054,631,1087,1563,982,742,579,359,535
maker-scaffold1760-size29917-snap-gene-0.12,14796,12286,23645,544,493,642,22667,15098,14760,492,356,562
maker-scaffold1762-size28765-snap-gene-0.3,0,0,0,824,451,747,0,0,0,602,499,659
maker-scaffold1763-size31803-augustus-gene-0.5,21,85,17,113,152,170,79,101,98,252,156,129
maker-scaffold1763-size31803-augustus-gene-0.6,2221,2928,3274,1150,1230,1156,4830,3760,3652,1310,834,1075
maker-scaffold1763-size31803-augustus-gene-0.7,19340,14997,22275,10345,11730,10239,25880,19912,16842,9855,7106,8655
maker-scaffold1764-size20763-augustus-gene-0.10,85,373,130,277,457,307,91,124,91,293,187,254
maker-scaffold1764-size20763-augustus-gene-0.12,4421,4179,7358,17758,19189,16902,7211,5331,4914,16905,12673,16559
maker-scaffold1764-size20763-snap-gene-0.15,3372,3028,5472,3471,4200,3615,6588,4511,4490,4092,2853,3460
maker-scaffold1764-size20763-snap-gene-0.17,2521,2631,3214,5130,5138,5270,3207,2307,2189,4358,3198,4592
maker-scaffold1765-size42110-augustus-gene-0.5,7439,7141,12318,2914,3474,2957,14822,10864,8787,4001,2686,3708
maker-scaffold1766-size31598-snap-gene-0.5,39,62,29,35,41,20,87,81,63,136,87,105
maker-scaffold1769-size52932-augustus-gene-0.6,24,51,15,78,48,70,15,13,6,66,56,36
maker-scaffold177-size153351-augustus-gene-0.46,629,492,973,404,287,335,675,450,346,222,226,244
maker-scaffold177-size153351-augustus-gene-0.47,21817,21446,25860,15293,16061,13453,29878,22537,18682,12864,8573,10795
maker-scaffold177-size153351-augustus-gene-0.50,49,148,23,9046,9050,8473,132,93,118,6710,5266,7986
maker-scaffold177-size153351-augustus-gene-0.52,1569,1552,2433,938,1284,1008,3140,2506,2488,2456,1639,2266
maker-scaffold177-size153351-augustus-gene-0.54,1987,2062,2760,1397,1749,1462,2777,1887,1977,1246,930,1078
maker-scaffold177-size153351-augustus-gene-0.55,1485,1366,1773,888,760,904,2031,1294,1143,622,522,662
maker-scaffold177-size153351-augustus-gene-0.58,5477,2410,5689,500,440,419,4516,2881,2501,633,347,517
maker-scaffold177-size153351-augustus-gene-0.60,2438,2315,3668,975,1009,1078,3578,2676,2247,1004,780,1035
maker-scaffold177-size153351-augustus-gene-1.16,1282,1119,1804,987,1222,1131,1738,1193,1130,1048,676,834
maker-scaffold177-size153351-augustus-gene-1.19,11,15,2,8303,8788,7554,5,1,9,7435,5644,7866
maker-scaffold177-size153351-snap-gene-0.67,2872,2779,3300,4515,4009,3901,3576,2810,2468,3746,2811,3157
maker-scaffold177-size153351-snap-gene-0.68,3500,3445,4458,1450,1615,1335,4692,3463,3381,1367,934,1163
maker-scaffold177-size153351-snap-gene-0.70,9418,6174,10225,1476,1347,1661,10215,6539,5963,1351,1033,1274
maker-scaffold177-size153351-snap-gene-0.75,3134,3275,3357,15733,15737,18863,2934,2330,2070,10708,7915,12426
maker-scaffold177-size153351-snap-gene-0.78,1256,1601,2272,1759,2368,1615,2732,2239,2348,2236,1532,2136
maker-scaffold177-size153351-snap-gene-0.79,3442,3343,3624,2229,1984,2110,3235,2409,1735,1524,1198,2271
maker-scaffold177-size153351-snap-gene-1.20,875,2419,1624,1048,1747,1313,4124,3468,3510,2375,1424,1856
maker-scaffold177-size153351-snap-gene-1.22,1210,830,1761,1548,1153,1424,1247,723,674,1128,894,1361
maker-scaffold177-size153351-snap-gene-1.23,6607,7956,8792,4762,6037,4215,8894,8586,7086,7619,5566,5999
maker-scaffold1772-size12366-augustus-gene-0.3,1,4,0,2484,2817,2405,1,2,1,2104,1639,2147
maker-scaffold1774-size20727-snap-gene-0.1,88,84,61,55,54,146,177,131,63,145,24,64
maker-scaffold17749-size673-snap-gene-0.2,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold1776-size48881-augustus-gene-0.12,108,163,131,439,557,525,97,69,49,206,215,362
maker-scaffold1776-size48881-augustus-gene-0.13,63,142,32,1435,1391,1429,90,132,110,1364,938,1224
maker-scaffold1777-size55040-augustus-gene-0.11,299,834,433,495,399,426,1154,1139,910,1181,746,793
maker-scaffold1777-size55040-snap-gene-0.16,17,51,21,12,40,20,114,169,126,63,95,31
maker-scaffold1777-size55040-snap-gene-0.17,5,8,0,34,38,19,1,0,0,34,10,30
maker-scaffold1778-size23812-augustus-gene-0.7,3608,3922,4924,2428,2365,2332,5682,4524,4239,3133,2096,2754
maker-scaffold1778-size23812-augustus-gene-0.8,462,358,825,1168,282,381,631,557,544,447,191,572
maker-scaffold1778-size23812-snap-gene-0.9,3325,3441,4840,5708,6356,5472,6668,5050,4839,5566,4372,5447
maker-scaffold1779-size22988-snap-gene-0.14,255,243,617,58,47,70,347,218,241,64,5,34
maker-scaffold1779-size22988-snap-gene-0.15,5555,8551,9671,3143,3873,2959,14133,12411,11205,4589,3279,3292
maker-scaffold1779-size22988-snap-gene-0.19,2659,2811,4435,1433,1628,1326,3898,3045,2669,1412,872,1147
maker-scaffold1781-size28099-augustus-gene-0.5,4750,5771,8226,1143,1612,1214,8853,6421,6021,1508,1005,1034
maker-scaffold1784-size32382-augustus-gene-0.11,1270,1563,772,1102,1021,1355,1421,1189,1105,1315,821,1052
maker-scaffold1784-size32382-augustus-gene-0.12,41,303,100,25,30,22,60,45,46,22,7,4
maker-scaffold1785-size21704-augustus-gene-0.5,1107,2020,2162,970,1369,977,3685,3082,2870,1920,1262,1612
maker-scaffold1785-size21704-augustus-gene-0.6,2559,2594,2949,2868,2322,2393,3518,2592,2068,2448,1671,2422
maker-scaffold1786-size15651-augustus-gene-0.8,34131,26798,52706,972,1417,1207,55739,39514,35998,3061,2047,2310
maker-scaffold1786-size15651-augustus-gene-0.9,2915,2278,3538,1071,1039,1138,3567,2434,2133,1031,709,988
maker-scaffold179-size175554-augustus-gene-1.14,42,105,49,59,109,66,207,307,189,280,205,155
maker-scaffold179-size175554-augustus-gene-1.15,44,318,101,296,326,216,341,434,357,293,278,237
maker-scaffold179-size175554-snap-gene-0.11,5819,26119,6476,11540,18613,12362,12765,27245,14070,36983,21238,25726
maker-scaffold179-size175554-snap-gene-1.21,4775,4753,7624,2311,2525,2311,11601,8700,7205,2854,1976,2504
maker-scaffold179-size175554-snap-gene-1.22,6,0,0,1,0,0,8,1,9,0,0,0
maker-scaffold1791-size21183-augustus-gene-0.5,2778,2711,5078,848,881,511,4065,2678,2806,671,500,524
maker-scaffold1791-size21183-snap-gene-0.8,4906,7939,10189,5544,8914,6681,13195,11379,10585,9471,6700,7923
maker-scaffold1792-size44811-augustus-gene-0.19,1840,1565,1934,1868,1746,1688,2509,2422,2010,2826,1708,2172
maker-scaffold1792-size44811-augustus-gene-0.22,4004,3653,5309,1247,1329,1281,6541,4492,3667,1433,954,1180
maker-scaffold1792-size44811-augustus-gene-0.23,33,63,116,43,45,20,131,27,82,60,44,32
maker-scaffold1792-size44811-snap-gene-0.31,6809,4311,8625,5887,7197,5901,8144,5177,4864,6031,4800,6169
maker-scaffold1793-size20471-snap-gene-0.6,45,96,42,72,84,59,22,44,28,53,27,65
maker-scaffold1794-size94416-snap-gene-0.9,5,68,49,5,10,17,69,48,43,14,27,18
maker-scaffold1795-size29919-augustus-gene-0.3,274,541,387,427,675,524,902,842,640,1873,1324,1905
maker-scaffold1796-size30617-augustus-gene-0.6,29,73,25,132,157,127,37,41,44,161,98,124
maker-scaffold1799-size12215-augustus-gene-0.4,1045,1588,2056,561,684,519,2501,2192,2058,760,556,622
maker-scaffold1799-size12215-augustus-gene-0.5,4991,5047,7749,905,1159,901,9851,7449,7713,1419,890,1090
maker-scaffold18-size225254-augustus-gene-0.15,49305,28914,74250,15043,13564,14122,75317,44959,43404,19673,11755,15435
maker-scaffold18-size225254-augustus-gene-1.21,36,134,64,61,134,91,76,155,63,112,84,106
maker-scaffold18-size225254-augustus-gene-1.22,81,361,174,199,290,122,146,274,157,271,142,238
maker-scaffold18-size225254-augustus-gene-1.26,16,47,17,207,234,204,57,73,61,112,431,112
maker-scaffold18-size225254-augustus-gene-2.11,2338,8652,5937,2973,3764,5859,18387,8579,11748,12844,5784,6275
maker-scaffold18-size225254-snap-gene-0.19,7,38,10,71,122,100,49,60,36,180,99,179
maker-scaffold18-size225254-snap-gene-1.30,510,1239,1043,430,576,428,1273,1181,806,741,409,598
maker-scaffold180-size179317-augustus-gene-0.21,9,7,6,10,3,3,0,1,0,0,7,0
maker-scaffold180-size179317-augustus-gene-0.22,535,1465,848,626,692,623,1898,2104,1817,1307,830,827
maker-scaffold180-size179317-augustus-gene-0.23,5,8,4,5,10,2,6,5,3,10,9,17
maker-scaffold180-size179317-augustus-gene-0.24,6843,5387,12960,103,102,142,12875,8294,8782,134,82,117
maker-scaffold180-size179317-augustus-gene-0.25,762,1287,1304,371,384,325,1549,1268,1282,547,381,455
maker-scaffold180-size179317-snap-gene-0.34,964,881,1170,351,264,262,1672,1237,1161,372,280,427
maker-scaffold180-size179317-snap-gene-1.12,2048,1971,2675,1157,1114,1219,3500,2563,2086,1293,907,1174
maker-scaffold180-size179317-snap-gene-1.13,82,204,52,129,108,90,92,73,50,114,35,89
maker-scaffold1804-size27745-augustus-gene-0.9,2817,3080,3724,2131,2281,1936,4150,3173,3122,2157,1447,1272
maker-scaffold1804-size27745-snap-gene-0.10,1012,1366,1828,487,622,557,2228,1685,1563,1121,574,724
maker-scaffold1805-size24622-augustus-gene-0.6,43878,35183,71455,18392,21144,18068,67223,47359,45636,17624,12999,17583
maker-scaffold1805-size24622-snap-gene-0.9,5,42,9,104,75,52,3,23,22,53,68,33
maker-scaffold1806-size36919-augustus-gene-0.10,0,0,5,7,10,0,4,0,1,0,3,21
maker-scaffold1806-size36919-augustus-gene-0.11,0,0,0,0,0,0,0,0,0,0,3,4
maker-scaffold1806-size36919-augustus-gene-0.8,22,41,19,30,19,34,22,13,18,60,39,60
maker-scaffold1806-size36919-augustus-gene-0.9,15,12,16,35,21,14,7,20,2,26,24,38
maker-scaffold1808-size12158-snap-gene-0.5,127,352,132,233,314,199,230,292,232,298,226,277
maker-scaffold181-size42747-augustus-gene-0.19,5063,4954,7159,1176,1230,1033,9606,6805,5785,1022,822,993
maker-scaffold181-size42747-snap-gene-0.26,2482,2277,3275,2331,2387,2287,3881,2857,2695,2429,1632,2158
maker-scaffold181-size42747-snap-gene-0.27,1611,1788,2831,626,587,500,2489,2092,1902,952,586,643
maker-scaffold1811-size22809-snap-gene-0.9,27,106,26,191,195,122,47,50,52,187,193,151
maker-scaffold1812-size29428-augustus-gene-0.8,456,918,906,461,727,610,1559,1393,1459,1110,948,901
maker-scaffold1813-size37814-snap-gene-0.12,2431,6170,4059,5055,4980,4369,4664,4995,3819,5895,3495,4613
maker-scaffold1814-size29294-augustus-gene-0.2,0,0,0,961,880,940,0,0,2,577,465,674
maker-scaffold1815-size23280-augustus-gene-0.2,0,1,0,4764,4836,4728,1,0,1,4515,3670,4553
maker-scaffold1816-size40619-augustus-gene-0.3,282,512,280,514,816,698,1070,940,970,1398,1141,1172
maker-scaffold18188-size661-snap-gene-0.3,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold182-size90750-augustus-gene-0.34,1031,1194,1312,809,705,649,2120,1462,1278,834,568,924
maker-scaffold182-size90750-augustus-gene-0.35,2636,2181,3914,426,453,501,3694,2144,2194,467,372,431
maker-scaffold182-size90750-augustus-gene-0.38,7203,5846,9066,4176,4782,4389,8727,6351,5822,4359,3002,3508
maker-scaffold182-size90750-augustus-gene-0.42,4042,4066,7222,1772,1949,1966,7791,5626,5327,2413,1731,2415
maker-scaffold182-size90750-augustus-gene-0.45,6208,5142,5853,7671,7971,9355,2512,2441,2107,1665,1001,2036
maker-scaffold182-size90750-snap-gene-0.50,11,7,6,15214,15507,14038,0,4,11,14283,10715,14223
maker-scaffold182-size90750-snap-gene-0.52,2983,3507,4819,2071,2749,1838,7275,5484,5810,2762,1970,2393
maker-scaffold182-size90750-snap-gene-0.57,1058,1478,1864,557,820,710,2707,2161,2060,717,631,573
maker-scaffold182-size90750-snap-gene-0.58,39,10,11,11,18,22,53,4,3,57,19,40
maker-scaffold182-size90750-snap-gene-0.60,38,34,27,36,42,49,20,46,28,82,54,59
maker-scaffold1820-size41959-augustus-gene-0.5,22032,62553,19154,32660,27209,30268,42674,47711,26874,62523,48473,56109
maker-scaffold1820-size41959-snap-gene-0.8,548,802,1188,1682,1815,1582,1296,902,748,1810,1215,1662
maker-scaffold1821-size77019-augustus-gene-0.12,864,1688,2402,89,7,0,4565,3437,3384,10,3,15
maker-scaffold1821-size77019-snap-gene-0.17,3830,6618,6220,5722,8800,3787,10333,7919,7396,11149,4752,7319
maker-scaffold1821-size77019-snap-gene-0.19,0,37,1,38,18,3,1,2,0,42,74,113
maker-scaffold1823-size26466-augustus-gene-0.6,3621,9030,2553,3936,3008,3101,1933,2733,1934,2806,1383,1902
maker-scaffold1823-size26466-augustus-gene-0.7,8,24,5,8,10,2,32,22,13,22,12,11
maker-scaffold1826-size44717-snap-gene-0.4,1941,2364,3186,619,810,687,3914,3096,2688,1221,812,955
maker-scaffold1827-size30481-snap-gene-0.2,0,0,2,0,0,0,0,0,0,0,0,0
maker-scaffold1829-size22752-snap-gene-0.13,2,0,2,5985,7530,5642,5,6,3,5924,4086,5328
